pair_id,old_content_source,old_snapshot_ref,new_content_source,old_text_chars,new_text_chars,old_content_quality_pass,new_content_quality_pass
08a051a090ee82111d67,wayback,https://web.archive.org/web/20230726125515id_/https://fluxcd.io/flux/cheatsheets/sharding,live_fetch,12937,8444,true,true
08d23ee78d112ab6d9f8,unavailable,,unavailable,0,0,false,false
08da8f5882f669f3c296,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,1536,589,true,true
08e474cbcbdd012f91d4,unavailable,,live_fetch,0,10318,false,true
08fb960e63f04143fd1d,git_history,1a80726074e26766353485bb4ba787372cadc467,live_fetch,1035,2791,true,true
092c7e53c7c26e840f97,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,550,2471,true,true
09391bc2e488f4aec6e7,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,550,5388,true,true
09f78315996b8e973a2d,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,8054,2612,true,true
0a2cfa024f8ad67a8b17,unavailable,,live_fetch,0,11332,false,true
0a4e706aa1db9e37ac6e,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,repo_head,487,1344,true,true
0a7ff03f0bc1e3f5c012,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,452,6995,true,true
0ab6f43e3d320a1de7d2,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,474,3618,true,true
0ae4f25d2448c12aa790,unavailable,,live_fetch,0,5053,false,true
0b71df3d38e51b3702e6,unavailable,,repo_head,0,2986,false,true
0b75cf559825f49260a7,unavailable,,live_fetch,0,1823,false,true
0b8e4a0955ef03d86450,unavailable,,live_fetch,0,1067,false,true
0b8fecf5013aa23d6fc4,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,7163,7544,true,true
0b9278049f7883b31b23,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,3480,4898,true,true
0bd4077c5423a5c37d1a,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,474,8825,true,true
0c463bff126b36f04656,unavailable,,live_fetch,0,7593,false,true
0c8f2815cc41fd66a8e4,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,repo_head,1087,18030,true,true
0cad0f54afbafb245b25,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,1305,6753,true,true
0cb3f453f294af042969,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,474,6920,true,true
0cc95a7d27cc58f6bc12,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,repo_head,9005,6702,true,true
0d3fbfe86fedb110f062,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,5625,3992,true,true
0d65c595712599d32031,unavailable,,live_fetch,0,1909,false,true
0db156ab735c14b01d5c,unavailable,,live_fetch,0,7341,false,true
0dc4371edf26705dce8b,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,487,1439,true,true
0dfbd2a8112553531237,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,8054,2612,true,true
0e0ee77212b9a4b28eee,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,1476,951,true,true
0e103d0501ab1bfdd80e,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,repo_head,709,728,true,true
0e23c138bdabfb6b97b7,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,8054,2612,true,true
0ec6580aa51a97815cc5,unavailable,,live_fetch,0,7584,false,true
0ed847f65329df3dc0e7,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,474,4162,true,true
0f4ee9ebd19f639e5811,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,971,3563,true,true
0f6a5f6b224914d11d59,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,6099,9764,true,true
0fb4c822dc3d7cd699ff,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,8054,2612,true,true
0fd57ae51b347e550125,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,550,951,true,true
100e227726994caea679,git_history,c312c0a0daaaf6673a713d8c1281ecb7623d900a,repo_head,3176,1741,true,true
10a0c54301e199fa74d4,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,5097,9612,true,true
10af0f22725240cb43de,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,664,2933,true,true
10b410c084cc7c99a44f,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,8054,2612,true,true
10ed6d90a0c561802930,git_history,1a80726074e26766353485bb4ba787372cadc467,live_fetch,775,1095,true,true
10f7f017be91c9ae6f10,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,4328,2612,true,true
11568e4abd2859da8699,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,7613,3094,true,true
11c3b0d4ce1923fb90f9,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,repo_head,474,4970,true,true
11d4814862ab66f85137,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,474,11843,true,true
120f2ffef15f0db13c9a,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,664,2933,true,true
121554be45b50212f6cd,git_history,a18fd1b3f93e69eeafae7afa792a2aa217eedd33,live_fetch,701,2072,true,true
121c6f6ab1c9ef7a5459,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,repo_head,688,2986,true,true
12247d601d994d37d340,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,repo_head,635,838,true,true
1233fb77e11f7ae10fdb,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,1609,5357,true,true
1241489af8c8a3208069,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,550,22945,true,true
1298fdb2635a26713369,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,917,1819,true,true
12aa61b71c0eac02bd06,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,1443,1970,true,true
12c61619ffcded51490d,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,546,3977,true,true
1303fabc4bc3ec87632f,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,repo_head,474,912,true,true
13e41a598db59574325d,git_history,c312c0a0daaaf6673a713d8c1281ecb7623d900a,repo_head,1057,1143,true,true
141ba75db53e30751f3e,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,unavailable,13059,0,true,false
1426b16b526bce8e58c2,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,repo_head,740,1305,true,true
144d3c606a9138891075,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,474,32000,true,true
14f860b5c6f83425bcb6,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,4328,2612,true,true
1550a07d896659bf3d80,unavailable,,live_fetch,0,1819,false,true
15b9928b054ce96ebf07,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,559,1754,true,true
15c4d59d62e97dfdfe50,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,repo_head,534,761,true,true
15ec0e975e5ed9071931,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,4328,2612,true,true
1612069b21210be57f73,git_history,1a80726074e26766353485bb4ba787372cadc467,live_fetch,2075,1326,true,true
169b4365048804bf775c,unavailable,,live_fetch,0,4625,false,true
16a458be50b2c5d9c92b,unavailable,,unavailable,0,0,false,false
16cae477060299632806,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,5625,3992,true,true
16d56cdebfecec8d551d,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,repo_head,710,912,true,true
16d801e2f28374b726c2,unavailable,,live_fetch,0,14528,false,true
16dd17779970f33d9a1d,unavailable,,live_fetch,0,13012,false,true
171e3b4170b0792c8725,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,4328,2612,true,true
1763c12473d95e729458,unavailable,,live_fetch,0,806,false,true
176a11d03793b140e568,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,8054,2612,true,true
177fff7f0b0eccd03fd8,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,2324,4029,true,true
17a5da92af3adedfad09,unavailable,,live_fetch,0,3219,false,true
17a90a8462bb14b96f67,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,1160,1170,true,true
17a9770ffa264708627f,unavailable,,live_fetch,0,10607,false,true
17b153f9cb24de7b20c5,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,8054,2612,true,true
17b264ab5edc53e03ceb,git_history,1a80726074e26766353485bb4ba787372cadc467,live_fetch,2391,5406,true,true
17c94aa0fa73c6af4b6d,unavailable,,live_fetch,0,3699,false,true
17cf1130843e097c2f6e,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,1622,2187,true,true
1831c5496206afc40bbc,unavailable,,live_fetch,0,977,false,true
184659483710bebf1df7,git_history,1a80726074e26766353485bb4ba787372cadc467,live_fetch,1089,4278,true,true
18524e2bc0c4cb8bfbfa,unavailable,,live_fetch,0,2881,false,true
187252af1abe3017743a,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,repo_head,1087,18030,true,true
18f525ef2cd4446fc8a8,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,repo_head,1030,756,true,true
1963257f401489bd6e23,unavailable,,live_fetch,0,11169,false,true
19dc50098b7fad797193,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,8054,2612,true,true
1a0602cdbcdd93a03114,unavailable,,live_fetch,0,10276,false,true
1a5c33d1bbfc3f78fa23,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,550,4063,true,true
1a62b2b2c3e9400739a9,git_history,c312c0a0daaaf6673a713d8c1281ecb7623d900a,repo_head,5646,23206,true,true
1a745c697a5d832e634e,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,4651,11693,true,true
1a852e037cc504c6cb37,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,550,5943,true,true
1a92e6c9dde6c0ecc226,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,7163,7544,true,true
1ab0a5bee7e262be8cf3,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,8054,2612,true,true
1acd1f25a065f2593d1d,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,repo_head,735,711,true,true
1b131a61d526cb822dbd,unavailable,,live_fetch,0,1493,false,true
1b267e7c1166da2952ee,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,8054,2612,true,true
1b524b1088dbd32d2dbd,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,7163,7593,true,true
1b5baed2b80e086ea7b9,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,1179,1867,true,true
1b66f70aba9fdb93e36d,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,4328,2612,true,true
1be98512765ad1eaf7aa,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,1474,2115,true,true
1bfe8c8d19e9f6787d88,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,680,7429,true,true
1c417516fde442b44da4,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,534,1812,true,true
1c4ec1f50f23d050c5da,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,474,3174,true,true
1c992ab67ea6df44cd27,unavailable,,live_fetch,0,3189,false,true
1c9ffa576fd17e20b3d5,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,487,1413,true,true
1cbeeb3dea16c2a32c9c,unavailable,,live_fetch,0,653,false,true
1d0aa7f16245c06e6f32,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,4328,2612,true,true
1d62fcea492f719a9f80,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,repo_head,735,768,true,true
1dbe301bc7d90928b4cf,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,repo_head,2032,9186,true,true
1e53b829b9ccfdc70742,unavailable,,live_fetch,0,11332,false,true
1e644c4d48eb54387411,unavailable,,live_fetch,0,11798,false,true
1e64e4d1429cc6a04bc1,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,3823,2931,true,true
1e83b10e92df471c7895,git_history,1a80726074e26766353485bb4ba787372cadc467,repo_head,1803,9578,true,true
1f0556cf232b6cb439bf,unavailable,,live_fetch,0,8458,false,true
1f63bbfab77f5cb6062d,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,2448,7069,true,true
1fac3f0c62b5675b5ef3,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,474,9786,true,true
2048475d5858b4b2e49c,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,3896,5305,true,true
20bd2987885c4daeba52,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,550,1416,true,true
20c323414f73fbd11dce,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,546,1605,true,true
211593e75810702b0ec4,unavailable,,live_fetch,0,1141,false,true
211c30914ae11408262e,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,550,8934,true,true
212777ab2d3fff7cb094,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,2356,5657,true,true
216125626ed878e44ddd,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,474,2177,true,true
2172f3d76994213a1952,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,945,1511,true,true
21980dcf89e3d4087985,git_history,a18fd1b3f93e69eeafae7afa792a2aa217eedd33,repo_head,701,701,true,true
21fb6f191c2c3cae29de,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,546,4120,true,true
22d0b6df480a9f9fa556,unavailable,,live_fetch,0,1101,false,true
23069d5b2b40e3777d05,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,6099,9764,true,true
236bfcd21846b39de11c,unavailable,,live_fetch,0,11841,false,true
2393688b5d8a0b1bca1a,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,repo_head,1210,1690,true,true
23cfbc306b795f4618e1,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,550,10414,true,true
241a250121ba3ffc7094,unavailable,,live_fetch,0,4184,false,true
241b7a821fee5df29510,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,repo_head,706,4970,true,true
2443194e981891a24f74,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,4861,439,true,true
245d00574e89bf2eb774,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,repo_head,766,713,true,true
247ff9ba88244d06c03d,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,474,9690,true,true
2487bca79476fa00ba87,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,8054,2612,true,true
24e2f3d16731a5460592,unavailable,,repo_head,0,747,false,true
250f3c6b80c9819b44c2,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,8054,2612,true,true
258367e32c4086a2b89a,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,8054,2612,true,true
2594863546eeab933416,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,797,1867,true,true
259aeedce43193f23b94,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,756,1993,true,true
25a94d00594a2c653d9e,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,repo_head,474,855,true,true
26b230f45aab8a1c31ec,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,5301,6059,true,true
26bb8c6289bce5fdb03e,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,736,408,true,true
28031408cb83593085dd,unavailable,,live_fetch,0,1779,false,true
281a55e64da5e524cd91,unavailable,,live_fetch,0,3219,false,true
2848a1106ccf1595b918,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,repo_head,550,5962,true,true
289da31e484d41b8fede,unavailable,,live_fetch,0,6070,false,true
28a234c08dc8db0471d9,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,8054,2612,true,true
2900b26314adeeb7c849,unavailable,,live_fetch,0,891,false,true
290aad54f93c815f1ed3,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,801,1101,true,true
295654d09e05f1b86e19,git_history,a18fd1b3f93e69eeafae7afa792a2aa217eedd33,repo_head,3911,9189,true,true
299654544194c006316d,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,8054,2612,true,true
29e8ddc8149fd4c17bfc,unavailable,,live_fetch,0,1633,false,true
2a4f746b71becd572cb2,unavailable,,live_fetch,0,589,false,true
2a75c3d78b5688296c2b,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,631,21458,true,true
2a988cb0e68e0cd52108,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,10317,15151,true,true
2a9e802d9ac128eaa8a3,unavailable,,live_fetch,0,3792,false,true
2af26f46bda484fa766a,git_history,c312c0a0daaaf6673a713d8c1281ecb7623d900a,repo_head,3594,8638,true,true
2b0b184613d6df7774b7,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,5625,32000,true,true
2c25a1e71065a98ead03,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,3742,4166,true,true
2c4861cd6712ea61c340,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,550,1949,true,true
2c585996b4ec18023a37,unavailable,,live_fetch,0,3695,false,true
2c9051056a7b300d8415,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,8054,2612,true,true
2ca9f041407ff5738c5e,git_history,a18fd1b3f93e69eeafae7afa792a2aa217eedd33,repo_head,701,701,true,true
2cb6453f424be0509cbc,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,2344,8031,true,true
2cdd698e759cdbce36f4,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,8054,2612,true,true
2cfdfe8b5ce1bf1ca748,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,4328,2612,true,true
2cffd71e68c215ed3895,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,4657,4797,true,true
2d00fb156b9056b4f97e,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,repo_head,1146,21620,true,true
2d43cf3122717f64f386,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,1731,2622,true,true
2d59542811a2c1eaa7c9,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,2022,18598,true,true
2da7ba2a83e4a334e8a3,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,474,21649,true,true
2dbf0416368b06fc5a36,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,repo_head,550,748,true,true
2e81eef04bd5816e902e,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,unavailable,654,0,true,false
2ec4a78a663d4f24bebd,unavailable,,live_fetch,0,10476,false,true
2f0e768a4e2bddf27f29,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,repo_head,474,2631,true,true
30220b2e6139d16b6e7b,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,4328,2612,true,true
302512ff59a98d069acc,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,474,14809,true,true
302e4f4680c2be0cbf28,unavailable,,live_fetch,0,4008,false,true
30dad2e72ed9c8ead4a0,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,505,1355,true,true
30e5b5e02a6bcd72fd30,unavailable,,live_fetch,0,1684,false,true
30fd9d1556f82d67d080,git_history,c312c0a0daaaf6673a713d8c1281ecb7623d900a,repo_head,7087,7841,true,true
3133b3680c34ec9125ac,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,8054,2612,true,true
31549fba3a930ecb86b8,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,474,11039,true,true
31a46ca9798820c50593,unavailable,,live_fetch,0,1873,false,true
323870ce99cd20c559bf,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,repo_head,702,653,true,true
323edb621db9c984c73a,unavailable,,live_fetch,0,977,false,true
3244355ec237548805f3,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,8054,2612,true,true
32502c6562e8bafc183b,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,709,951,true,true
328643c5b0201541091b,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,repo_head,487,855,true,true
32998804340605f555a8,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,487,5116,true,true
32a1c0cb5a6ee44ac627,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,474,6922,true,true
32bb71dab95174d93ff6,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,3203,5514,true,true
32e89d096eae3a3c786b,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,repo_head,609,4959,true,true
332083dbe31b500b76c1,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,546,1568,true,true
33862c763419cec79b9d,unavailable,,live_fetch,0,954,false,true
338e7cba0ef99ab5b77a,unavailable,,repo_head,0,5962,false,true
33dd742e67bd0b258982,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,4328,2612,true,true
3423a86f477ab757a355,git_history,c312c0a0daaaf6673a713d8c1281ecb7623d900a,repo_head,3103,7009,true,true
3438c96298846343cc04,unavailable,,live_fetch,0,4797,false,true
3446eece8e9c9dcfd29f,unavailable,,live_fetch,0,533,false,true
3470ec3060f40a0b362f,unavailable,,live_fetch,0,9189,false,true
348e973c97f8de514bfe,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,446,1718,true,true
349c5ff3448ffcb4e67d,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,8054,2612,true,true
34beed6729405993db67,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,live_fetch,7461,10094,true,true
34ec270839a7944cf340,git_history,080d7fc39e311195462c7dd449fa6c246bdd8c76,unavailable,1289,0,true,false
351375d6eef656d1cb0e,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,repo_head,702,653,true,true
35171715be67cdaaa9c1,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,474,5985,true,true
35440376931aaad121c6,git_history,df96bb0aa487ee20c2a537f93c8d7e902cf56963,live_fetch,797,1867,true,true
